ingredients,t_ingredient_name,normalized_name
杏鮑菇,杏鮑菇,杏鮑菇
紅蘿蔔,紅蘿蔔,紅蘿蔔
食用油,食用油,食用油
蒜頭,蒜頭,蒜
味島香鬆,味島香鬆,香鬆
全麥吐司,全麥吐司,小麥
水煮鮪魚罐頭,水煮鮪魚罐頭,鮪魚
煎蛋,煎蛋,雞蛋
小黃瓜,小黃瓜,小黃瓜
美乃滋,美乃滋,美乃滋
雞蛋,雞蛋,雞蛋
青椒,青椒,青椒
油,油,食用油
醬油,醬油,醬油
雞胸肉,雞胸肉,雞肉
玉米筍,玉米筍,玉米筍
大辣椒,大辣椒,辣椒
蒜頭,蒜頭,蒜
薑片,薑片,薑
蔥段,蔥段,蔥
豬絞肉,豬絞肉,豬肉
糯米椒,糯米椒,糯米椒
蒜末,蒜末,蒜
豆豉,豆豉,豆豉
鹽巴或素蠔油,鹽巴或素蠔油,黃豆
米酒,米酒,米酒
糖,糖,糖
小黃瓜,小黃瓜,小黃瓜
砂糖,砂糖,糖
鹽,鹽,鹽
蒜頭,蒜頭,蒜
辣椒,辣椒,辣椒
茄子（大條的）,茄子,茄子
豬絞肉,豬絞肉,豬肉
蔥,蔥,蔥
薑,薑,薑
蒜,蒜,蒜
豆瓣醬,豆瓣醬,豆瓣醬
醬油,醬油,醬油
白醋,白醋,白醋
米酒,米酒,米酒
砂糖,砂糖,糖
水,水,水
太白粉,太白粉,太白粉
鴻禧菇.雪白菇,鴻禧菇.雪白菇,蘑菇
高麗菜,高麗菜,高麗菜
紅蘿蔔,紅蘿蔔,紅蘿蔔
洋蔥,洋蔥,洋蔥
大蔥,大蔥,大蔥
牛肉,牛肉,牛肉
蛋,蛋,雞蛋
柴魚醬油,柴魚醬油,柴魚
高湯.水,高湯.水,豬肉
糖,糖,糖
杏鮑菇,杏鮑菇,杏鮑菇
醬油,醬油,醬油
蠔油,蠔油,蠔油
蔥段,蔥段,蔥
蒜頭,蒜頭,蒜
全脂鮮奶,全脂鮮奶,牛奶
洋蔥,洋蔥,洋蔥
香菇,香菇,香菇
紅蘿蔔,紅蘿蔔,紅蘿蔔
蔥花（可有可無）,蔥花,蔥
鹽巴,鹽巴,鹽
優格,優格,牛奶
鹽巴,鹽巴,鹽
雞胸肉,雞胸肉,雞肉
印尼泡麵,印尼泡麵,麵粉
蛋,蛋,雞蛋
洋蔥丁,洋蔥丁,洋蔥
小黃瓜,小黃瓜,小黃瓜
高麗菜絲,高麗菜絲,高麗菜
吐司,吐司,吐司
牛奶或水,牛奶或水,"牛奶, 水"
蛋,蛋,雞蛋
起士,起士,奶酪
肉鬆,肉鬆,肉鬆
美乃滋,美乃滋,美乃滋
蔥,蔥,蔥
板豆腐,板豆腐,豆腐
豬絞肉,豬絞肉,豬肉
乾香菇,乾香菇,香菇
蒜末,蒜末,蒜
醬油,醬油,醬油
白胡椒,白胡椒,白胡椒
鹽,鹽,鹽
雞翅,雞翅,雞翅
蜂蜜,蜂蜜,蜂蜜
醬油,醬油,醬油
(素)蠔油,蠔油,蠔油
蒜末,蒜末,蒜
紐澳良雞腿排（去骨),紐澳良雞腿排（去骨),雞肉
美乃滋,美乃滋,美乃滋
起司,起司,起司
雞蛋,雞蛋,雞蛋
生菜,生菜,生菜
小黃瓜,小黃瓜,小黃瓜
吐司,吐司,吐司
雞胸肉,雞胸肉,雞肉
蔥,蔥,蔥
蒜頭,蒜頭,蒜
辣椒,辣椒,辣椒
白胡椒粉,白胡椒粉,白胡椒粉
鮮味炒手,鮮味炒手,鮮味炒手
鹽,鹽,鹽
米酒,米酒,米酒
太白粉,太白粉,太白粉
豬里肌肉片(薄片),豬里肌肉片,豬肉片
青蔥,青蔥,蔥
黑胡椒粒(鹽),黑胡椒粒,胡椒粒
七味粉(可略),七味粉,香料
小顆洋蔥,小顆洋蔥,洋蔥
鮪魚罐頭,鮪魚罐頭,鮪魚
新鮮玉米,新鮮玉米,玉米
小顆馬鈴薯,小顆馬鈴薯,馬鈴薯
奶油,奶油,奶油
蛋,蛋,雞蛋
水,水,水
鹽,鹽,鹽
黑胡椒,黑胡椒,黑胡椒
伊比利豬臘腸,伊比利豬臘腸,豬肉
黃金奇異果,黃金奇異果,奇異果
台南關廟麵,台南關廟麵,麵粉
青蔥,青蔥,蔥
蒜頭,蒜頭,蒜
青江菜,青江菜,青江菜
醬油,醬油,醬油
素蠔油,素蠔油,蠔油
水,水,水
豬油,豬油,食用油
香菇,香菇,香菇
海帶,海帶,海帶
蒜頭,蒜頭,蒜
蔥,蔥,蔥
減鹽醬油,減鹽醬油,大豆
烏醋,烏醋,烏醋
白胡椒粉,白胡椒粉,白胡椒粉
水,水,水
市售冷凍塔小的約,市售冷凍塔小的約,奶油
苦甜巧克力鈕,苦甜巧克力鈕,可可豆
鮮奶油,鮮奶油,鮮奶油
無塩奶油切小塊,無塩奶油切小塊,奶油
碎核桃,碎核桃,核桃
白蝦半斤,白蝦半斤,蝦
蒜頭,蒜頭,蒜
青蔥,青蔥,蔥
鹽,鹽,鹽
白胡椒粉,白胡椒粉,白胡椒粉
黑胡椒粉,黑胡椒粉,胡椒粉
米酒,米酒,米酒
免洗紫菜,免洗紫菜,紫菜
香油或麻油,香油或麻油,食用油
白芝麻,白芝麻,芝麻
塩,塩,鹽
胡椒粉＜可省略＞,胡椒粉＜可省略＞,胡椒
紫洋蔥,紫洋蔥,洋蔥
辣椒,辣椒,辣椒
蔥綠,蔥綠,蔥
檸檬汁,檸檬汁,檸檬
細砂糖,細砂糖,糖
蒜頭,蒜頭,蒜
鹽,鹽,鹽
初榨橄欖油,初榨橄欖油,食用油
絲瓜,絲瓜,絲瓜
姜,姜,姜
鹹蛋,鹹蛋,雞蛋
雞胸肉(切愈小愈好),雞胸肉,雞肉
打拋葉,打拋葉,打拋葉
羅勒,羅勒,羅勒
九層塔(挑葉子),九層塔,九層塔
泰式辣醬,泰式辣醬,魚
蒜,蒜,蒜
辣椒,辣椒,辣椒
紅蔥頭,紅蔥頭,紅蔥頭
打拋粉或醬,打拋粉或醬,羅勒
魚露,魚露,魚露
水,水,水
蛋,蛋,雞蛋
小白菜2株,小白菜2株,小白菜
地瓜粉,地瓜粉,地瓜粉
水,水,水
沙拉油,沙拉油,食用油
金蘭甜辣醬,金蘭甜辣醬,米
豬里肌肉片,豬里肌肉片,豬肉片
東北酸白菜,東北酸白菜,白菜
辣椒,辣椒,辣椒
大蒜,大蒜,蒜
吐司,吐司,吐司
雞蛋,雞蛋,雞蛋
牛奶,牛奶,牛奶
奶油,奶油,奶油
橄欖油,橄欖油,橄欖油
蜂蜜,蜂蜜,蜂蜜
熟菠菜,熟菠菜,菠菜
奶油,奶油,奶油
洋蔥,洋蔥,洋蔥
大蒜,大蒜,蒜
麵粉,麵粉,麵粉
鹽,鹽,鹽
黑胡椒,黑胡椒,黑胡椒
肉豆蔻Nutmeg,肉豆蔻Nutmeg,肉豆蔻
牛奶,牛奶,牛奶
馬鈴薯,馬鈴薯,馬鈴薯
小黃瓜（用濾水洗淨）,小黃瓜,小黃瓜
火腿,火腿,豬肉
水煮蛋,水煮蛋,雞蛋
調味料,調味料,食用油
沙拉醬,沙拉醬,沙拉醬
開水,開水,水
醋,醋,白醋
糖,糖,糖
黃芥末醬,黃芥末醬,芥末籽
黑楜椒（可不加）,黑楜椒,胡椒
熟黑芝麻,熟黑芝麻,芝麻
砂糖,砂糖,糖
苦茶油（橄欖油）隨意,苦茶油隨意,食用油
蒜,蒜,蒜
大辣椒,大辣椒,辣椒
油漬鯷魚,油漬鯷魚,鯷魚
櫛瓜,櫛瓜,櫛瓜
橄欖油,橄欖油,橄欖油
雞胸肉,雞胸肉,雞肉
鹽,鹽,鹽
水,水,水
黑胡椒,黑胡椒,黑胡椒
米酒,米酒,米酒
紅蘿蔔,紅蘿蔔,紅蘿蔔
豆皮,豆皮,豆皮
海塩,海塩,鹽
牛排,牛排,牛肉
鹽巴,鹽巴,鹽
奶油,奶油,奶油
芋頭切塊,芋頭切塊,芋頭
豬小排,豬小排,豬肉
味增,味增,味噌
薑泥,薑泥,薑
蒜末,蒜末,蒜
味醂,味醂,味醂
南瓜去皮,南瓜去皮,南瓜
紅蘿蔔,紅蘿蔔,紅蘿蔔
低筋麵粉,低筋麵粉,麵粉
鹽巴,鹽巴,鹽
麵疙瘩,麵疙瘩,麵粉
紅蘿蔔絲,紅蘿蔔絲,紅蘿蔔
金針菇,金針菇,金針菇
牛番茄,牛番茄,番茄
豬肉絲,豬肉絲,豬肉
青蔥,青蔥,蔥
高湯(沒有高湯就用水),高湯,高湯
醬油,醬油,醬油
米酒,米酒,米酒
香油,香油,芝麻油
蒜末,蒜末,蒜
肉片,肉片,牛肉
韓式泡菜,韓式泡菜,白菜
昆布柴魚高湯,昆布柴魚高湯,魚
韓國辣醬,韓國辣醬,黃豆
青菜 (切段),青菜 ,青菜
豆芽菜,豆芽菜,豆芽菜
豆腐 (切小塊),豆腐 ,豆腐
菇菇,菇菇,菇
蒜苗或韭菜(切段),蒜苗或韭菜,蒜苗
小型蛤蜊 (先吐沙處理),小型蛤蜊 ,蛤蜊
新鮮可生食雞蛋,新鮮可生食雞蛋,雞蛋
醬油,醬油,醬油
味霖,味霖,味醂
七味粉,七味粉,香料
白飯,白飯,米飯
青椒,青椒,青椒
豬肉絲,豬肉絲,豬肉
韓國年糕,韓國年糕,米
韓國魚板,韓國魚板,魚肉
韓式泡菜,韓式泡菜,白菜
韓國辣椒粉,韓國辣椒粉,辣椒
韓國辣椒醬,韓國辣椒醬,黃豆
鮮味炒手,鮮味炒手,鮮味炒手
糖,糖,糖
厚片吐司,厚片吐司,麵粉
三色蔬菜,三色蔬菜,蔬菜
蕃茄糊（或蕃茄醬）,蕃茄糊,蕃茄
火腿條,火腿條,豬肉
洋菇,洋菇,洋菇
鳳梨罐頭,鳳梨罐頭,鳳梨
雙色起士絲,雙色起士絲,起司
冷凍生水餃,冷凍生水餃,豬肉
水,水,水
太白粉or玉米粉,太白粉or玉米粉,玉米
低筋麵粉,低筋麵粉,麵粉
水,水,水
雞蛋,雞蛋,雞蛋
鹽,鹽,鹽
蔥花,蔥花,蔥
大陸妹,大陸妹,大陸妹
蒜,蒜,蒜
鹽,鹽,鹽
豬五花肉,豬五花肉,豬肉
韓國年糕,韓國年糕,米
洋蔥,洋蔥,洋蔥
蔥,蔥,蔥
泡菜,泡菜,泡菜
醬油,醬油,醬油
韓式辣醬,韓式辣醬,米
韓式麻油,韓式麻油,食用油
泡菜汁,泡菜汁,白菜
芹菜,芹菜,芹菜
素料切塊,素料切塊,豆類
薑絲,薑絲,薑
蘑菇濃湯罐頭,蘑菇濃湯罐頭,牛奶
水,水,水
綜合花菜,綜合花菜,花菜
紅蘿蔔切片,紅蘿蔔切片,紅蘿蔔
粗粒黑胡椒粉,粗粒黑胡椒粉,胡椒
今省略,今省略,無
中筋麵粉,中筋麵粉,麵粉
帕瑪森乳酪粉,帕瑪森乳酪粉,乳酪
鹽,鹽,鹽
黑胡椒,黑胡椒,黑胡椒
蛋,蛋,雞蛋
水,水,水
全聯澳洲牛,全聯澳洲牛,牛肉
蛋,蛋,雞蛋
蔬菜 (任何可直接吃的生菜),蔬菜 ,蔬菜
洋蔥,洋蔥,洋蔥
紅蘿蔔,紅蘿蔔,紅蘿蔔
碗豆芽,碗豆芽,豌豆芽
生菜,生菜,生菜
韓式辣醬,韓式辣醬,米
醋,醋,白醋
韓國麻油,韓國麻油,食用油
料理糖漿,料理糖漿,糖
蝦仁,蝦仁,蝦
蔥末,蔥末,蔥
辣椒末,辣椒末,辣椒
鹹蛋黃,鹹蛋黃,鹹蛋黃
醃蝦料,醃蝦料,蝦
蛋白,蛋白,雞蛋
鹽,鹽,鹽
米酒,米酒,米酒
白胡椒,白胡椒,白胡椒
醃粉,醃粉,澱粉
太白粉,太白粉,太白粉
地瓜粉,地瓜粉,地瓜粉
炒蛋黃調味料,炒蛋黃調味料,蛋
糖,糖,糖
番茄🍅,番茄🍅,番茄
鸡蛋,鸡蛋,雞蛋
青葱,青葱,青葱
番茄酱,番茄酱,番茄
砂糖,砂糖,糖
玉蜀粉,玉蜀粉,玉米粉
水,水,水
地瓜,地瓜,地瓜
雞腿肉,雞腿肉,雞肉
花椰菜,花椰菜,花椰菜
紅辣椒,紅辣椒,辣椒
醬油,醬油,醬油
糖,糖,糖
米酒,米酒,米酒
蒜頭,蒜頭,蒜
胡椒粉,胡椒粉,胡椒
白芝麻,白芝麻,芝麻
去骨雞腿,去骨雞腿,雞腿肉
九層塔,九層塔,九層塔
蒜頭,蒜頭,蒜
薑片,薑片,薑
醬油,醬油,醬油
蠔油,蠔油,蠔油
米酒,米酒,米酒
麻油,麻油,芝麻油
冰糖,冰糖,糖
香油,香油,芝麻油
港式臘腸,港式臘腸,豬肉
荷蘭豆,荷蘭豆,荷蘭豆
蒜頭,蒜頭,蒜
辣椒,辣椒,辣椒
鹽,鹽,鹽
雞胸肉,雞胸肉,雞肉
蔥白（1根約15公分）,蔥白,蔥
竹籤,竹籤,竹子
醃肉料,醃肉料,食用油
黑胡椒,黑胡椒,黑胡椒
牛奶,牛奶,牛奶
照燒醬,照燒醬,黃豆
醬油,醬油,醬油
味琳,味琳,味醂
酒,酒,酒
蔗糖,蔗糖,蔗糖
快熟通粉或通粉(已熟),快熟通粉或通粉,麵粉
油浸吞拿魚,油浸吞拿魚,吞拿魚
洋蔥(切碎),洋蔥,洋蔥
蒜蓉,蒜蓉,蒜頭
芝士,芝士,芝士
黑胡椒碎,黑胡椒碎,黑胡椒
香草(乾與新鮮均可),香草,香草
雞腿肉,雞腿肉,雞肉
去殼蝦or蝦仁,去殼蝦or蝦仁,蝦
玉米筍,玉米筍,玉米筍
紅黃甜椒,紅黃甜椒,甜椒
蔥段,蔥段,蔥
杏鮑菇,杏鮑菇,杏鮑菇
奶油,奶油,奶油
低筋麵粉,低筋麵粉,麵粉
牛奶,牛奶,牛奶
水,水,水
起司片,起司片,起司
鹽,鹽,鹽
胡椒,胡椒,胡椒
魷魚,魷魚,魷魚
鹽,鹽,鹽
白醋,白醋,白醋
白糖,白糖,糖
薑,薑,薑
牛番茄,牛番茄,番茄
雞蛋,雞蛋,雞蛋
高湯,高湯,高湯
海帶芽或海苔,海帶芽或海苔,海帶
青蔥,青蔥,蔥
食鹽,食鹽,鹽
糯米椒,糯米椒,糯米椒
豆乾,豆乾,豆乾
蒜末,蒜末,蒜
蔥花,蔥花,蔥
辣椒末,辣椒末,辣椒
醬油膏,醬油膏,醬油膏
豆瓣醬,豆瓣醬,豆瓣醬
糖,糖,糖
酒,酒,酒
香油,香油,芝麻油
豬絞肉,豬絞肉,豬肉
豆干,豆干,黃豆
洋蔥,洋蔥,洋蔥
紅蔥頭,紅蔥頭,紅蔥頭
麵條,麵條,麵條
小黃瓜,小黃瓜,小黃瓜
蠔油,蠔油,蠔油
醬油,醬油,醬油
甜麵醬,甜麵醬,黃豆
白胡椒粉,白胡椒粉,白胡椒粉
花椒粉,花椒粉,花椒粉
塩巴,塩巴,塩巴
開水,開水,水
黑豆瓣醬,黑豆瓣醬,黃豆
芹菜,芹菜,芹菜
甜不辣,甜不辣,魚肉
蒜頭,蒜頭,蒜
辣椒,辣椒,辣椒
鹽巴,鹽巴,鹽
雞蛋,雞蛋,雞蛋
白X式雞精,白X式雞精,雞肉
蒜頭,蒜頭,蒜
水,水,水
醬油,醬油,醬油
雞蛋,雞蛋,雞蛋
鹽,鹽,鹽
蔥,蔥,蔥
九層塔,九層塔,九層塔
雞胸肉片薄片,雞胸肉片薄片,雞肉
小辣椒,小辣椒,辣椒
蒜頭,蒜頭,蒜
蔥段,蔥段,蔥
土司（中厚度更好）日本品牌,土司日本品牌,小麥
蛋,蛋,雞蛋
糖,糖,糖
牛奶(土司厚薄調整）,牛奶(土司厚薄調整）,牛奶
蜂蜜,蜂蜜,蜂蜜
糖粉,糖粉,糖
薄荷（可不用）,薄荷,薄荷
白菜,白菜,白菜
蝦皮,蝦皮,蝦肉
薑,薑,薑
鹽巴,鹽巴,鹽
雞粉,雞粉,雞粉
美國牛排,美國牛排,牛肉
醃牛排料,醃牛排料,牛肉
洋蔥,洋蔥,洋蔥
海鹽,海鹽,鹽
黑胡椒,黑胡椒,黑胡椒
配菜,配菜,
綠花椰菜,綠花椰菜,花椰菜
小蕃茄,小蕃茄,蕃茄
玉米罐頭,玉米罐頭,玉米
奶油（玉米用）,奶油,奶油
黑胡椒（玉米用）,黑胡椒,黑胡椒
牛排醬汁,牛排醬汁,牛肉
醃肉洋蔥,醃肉洋蔥,豬肉
醬油,醬油,醬油
味霖,味霖,味醂
蜂蜜,蜂蜜,蜂蜜
白吐司,白吐司,小麥
雞蛋,雞蛋,雞蛋
牛奶,牛奶,牛奶
肉桂粉(可不加),肉桂粉,肉桂粉
無鹽奶油,無鹽奶油,奶油
里肌肉切片,里肌肉切片,豬肉
青蔥切5cm段,青蔥切5cm段,青蔥
辣椒切圈,辣椒切圈,辣椒
油,油,食用油
醬油,醬油,醬油
太白粉,太白粉,太白粉
米酒,米酒,米酒
烏醋,烏醋,烏醋
蘑菇,蘑菇,蘑菇
九層塔末,九層塔末,九層塔
奶油,奶油,奶油
鹽,鹽,鹽
黑胡椒粉,黑胡椒粉,胡椒粉
去骨雞腿排,去骨雞腿排,雞腿肉
醬油,醬油,醬油
米酒,米酒,米酒
味醂,味醂,味醂
大蒜,大蒜,蒜
大白菜,大白菜,大白菜
柴魚片,柴魚片,柴魚
雞蛋,雞蛋,雞蛋
鰹魚露（或其他日式醬油）,鰹魚露,鰹魚
鹽和味精,鹽和味精,鹽
熟白飯,熟白飯,稻米
七味粉（可省略）,七味粉,香料
雞里肌肉,雞里肌肉,雞肉
花椒粒,花椒粒,花椒
乾辣椒,乾辣椒,辣椒
蒜味花生,蒜味花生,花生
青蔥,青蔥,蔥
醬油,醬油,醬油
蒜頭,蒜頭,蒜
醬油,醬油,醬油
水,水,水
米酒,米酒,米酒
太白粉,太白粉,太白粉
牛肉片（或豬肉）,牛肉片,牛肉
玉米筍,玉米筍,玉米筍
蔥花（裝飾用,蔥花（裝飾用,蔥
考省略）,考省略）,非食材
黑胡椒牛排醬,黑胡椒牛排醬,牛肉
燒肉醬,燒肉醬,燒肉醬
米酒,米酒,米酒
茴香粉,茴香粉,茴香
辣椒（不吃辣可免）,辣椒,辣椒
日清鬆餅粉,日清鬆餅粉,麵粉
蘋果,蘋果,蘋果
肉桂粉,肉桂粉,肉桂粉
雞蛋,雞蛋,雞蛋
安佳無鹽奶油,安佳無鹽奶油,奶油
日本三溫糖,日本三溫糖,糖
鮮奶,鮮奶,牛奶
新竹米粉,新竹米粉,米
乾香菇（中）,乾香菇,香菇
蝦米,蝦米,蝦
肉絲,肉絲,肉
高麗菜,高麗菜,高麗菜
醬油,醬油,醬油
醬油膏,醬油膏,醬油膏
豬肉絲,豬肉絲,豬肉
青椒,青椒,青椒
甜椒,甜椒,甜椒
蒜頭,蒜頭,蒜
辣椒,辣椒,辣椒
綠花椰菜,綠花椰菜,花椰菜
鹽巴,鹽巴,鹽
白楜椒粉,白楜椒粉,楜椒
冷凍派皮,冷凍派皮,牛奶
維也納小香腸,維也納小香腸,豬肉
蛋黃,蛋黃,雞蛋
白芝麻,白芝麻,芝麻
板豆腐,板豆腐,豆腐
蔥,蔥,蔥
香菇素蠔油,香菇素蠔油,蠔油
醬油,醬油,醬油
冰糖,冰糖,糖
水,水,水
太白粉,太白粉,太白粉
雞蛋,雞蛋,雞蛋
油,油,食用油
玉米（也可以用玉米罐頭取代）,玉米,玉米
黑豆干,黑豆干,黃豆
紅蘿蔔,紅蘿蔔,紅蘿蔔
四季豆,四季豆,四季豆
蠔油,蠔油,蠔油
冰糖,冰糖,糖
水,水,水
杏鮑菇,杏鮑菇,杏鮑菇
秀珍菇,秀珍菇,秀珍菇
麻油,麻油,芝麻油
米酒,米酒,米酒
枸杞,枸杞,枸杞
蔥段,蔥段,蔥
鹽巴,鹽巴,鹽
老薑片,老薑片,薑
牛肉,牛肉,牛肉
蔥,蔥,蔥
蒜末,蒜末,蒜
薑絲,薑絲,薑
辣椒,辣椒,辣椒
蛋液,蛋液,雞蛋
米酒,米酒,米酒
醬油,醬油,醬油
糖(二砂),糖,糖
太白粉,太白粉,太白粉
鯛魚片（中）,鯛魚片,鯛魚
洋蔥,洋蔥,洋蔥
薑,薑,薑
大蒜,大蒜,蒜
辣椒,辣椒,辣椒
薑黃粉,薑黃粉,薑黃粉
咖哩粉（個人喜歡小Ｏ坊的）,咖哩粉,咖哩粉
芫荽籽（可不加）,芫荽籽,芫荽籽
牛番茄,牛番茄,番茄
椰奶,椰奶,椰奶
香菜（芫荽）,香菜,香菜
鹽和黑胡椒,鹽和黑胡椒,黑胡椒
米酒,米酒,米酒
鹽,鹽,鹽
黑胡椒,黑胡椒,黑胡椒
市售葱油餅乾,市售葱油餅乾,食用油
肉燥,肉燥,豬肉
食用油,食用油,食用油
麻油,麻油,芝麻油
燕麥,燕麥,燕麥
藜麥（可省略）,藜麥,藜麥
水,水,水
優格,優格,牛奶
市售現成烤地瓜,市售現成烤地瓜,地瓜
奶油,奶油,奶油
辣椒碎,辣椒碎,辣椒
鹽,鹽,鹽
蜂蜜,蜂蜜,蜂蜜
清水,清水,水
花椰菜,花椰菜,花椰菜
雞蛋,雞蛋,雞蛋
木耳,木耳,木耳
蒜頭,蒜頭,蒜
吐司,吐司,吐司
雞蛋,雞蛋,雞蛋
牛奶,牛奶,牛奶
糖粉,糖粉,糖
蜂蜜,蜂蜜,蜂蜜
無鹽奶油,無鹽奶油,奶油
QQ麵,QQ麵,麵粉
蛤蜊,蛤蜊,蛤蜊
塩,塩,鹽
蔬果味素,蔬果味素,蔬菜
九層塔,九層塔,九層塔
辣椒,辣椒,辣椒
洋蔥,洋蔥,洋蔥
蒜頭,蒜頭,蒜
鮪魚罐,鮪魚罐,鮪魚
洋蔥丁,洋蔥丁,洋蔥
美奶滋,美奶滋,美乃滋
芥末醬,芥末醬,芥末籽
黑胡椒,黑胡椒,黑胡椒
鹽,鹽,鹽
橄欖油,橄欖油,橄欖油
甜椒,甜椒,甜椒
鮭魚,鮭魚,鮭魚
洋蔥末,洋蔥末,洋蔥
蒜末,蒜末,蒜
蔥花,蔥花,蔥
番茄醬,番茄醬,番茄醬
糖,糖,糖
黑胡椒粉,黑胡椒粉,胡椒粉
醬油,醬油,醬油
去骨雞腿排,去骨雞腿排,雞腿肉
松本茸,松本茸,松本茸
洋蔥丁,洋蔥丁,洋蔥
奶油,奶油,奶油
九層塔,九層塔,九層塔
蔥花,蔥花,蔥
米酒,米酒,米酒
醬油,醬油,醬油
糖,糖,糖
黑胡椒粉,黑胡椒粉,胡椒粉
鹽(調整用 可略),鹽,鹽
椰棗,椰棗,椰棗
核桃,核桃,核桃
義大利麵,義大利麵,義大利麵
蛤蜊,蛤蜊,蛤蜊
培根,培根,培根
橄欖油,橄欖油,橄欖油
奶油,奶油,奶油
甜羅勒,甜羅勒,羅勒
研磨罐 鹽,研磨罐 鹽,鹽
黑胡椒,黑胡椒,黑胡椒
水,水,水
蒜,蒜,蒜
辣椒片,辣椒片,辣椒
洋蔥,洋蔥,洋蔥
雞蛋,雞蛋,雞蛋
馬茲摩拉起司絲,馬茲摩拉起司絲,牛奶
胡椒粉,胡椒粉,胡椒
玫瑰鹽,玫瑰鹽,鹽
義大利麵,義大利麵,義大利麵
大蒜,大蒜,蒜
白花椰菜,白花椰菜,花椰菜
義大利綜合香料,義大利綜合香料,香料
雞胸肉丁,雞胸肉丁,雞肉
雞高湯塊,雞高湯塊,雞肉
牛奶,牛奶,牛奶
起司片,起司片,起司
鹽,鹽,鹽
黑胡椒,黑胡椒,黑胡椒
奶油,奶油,奶油
豬絞肉,豬絞肉,豬肉
新鮮玉米,新鮮玉米,玉米
小黃瓜,小黃瓜,小黃瓜
蒜泥,蒜泥,蒜
青蔥(蔥白蔥綠分開),青蔥,蔥
台式醬油,台式醬油,黃豆
日式醬油,日式醬油,黃豆
白胡椒粉,白胡椒粉,白胡椒粉
鹽,鹽,鹽
雞蛋,雞蛋,雞蛋
青蔥,青蔥,蔥
鹽巴,鹽巴,鹽
食用油,食用油,食用油
去骨雞腿肉,去骨雞腿肉,雞肉
洋葱,洋葱,洋蔥
食用油,食用油,食用油
水,水,水
咖哩塊,咖哩塊,咖哩
青蔥,青蔥,蔥
牛腱,牛腱,牛腱
洋蔥,洋蔥,洋蔥
番茄,番茄,番茄
番茄醬,番茄醬,番茄醬
薄鹽醬油,薄鹽醬油,醬油
水,水,水
花椰菜,花椰菜,花椰菜
蒜頭,蒜頭,蒜
小魚,小魚,魚
雞胸肉,雞胸肉,雞肉
紅椒粉,紅椒粉,紅椒粉
黑胡椒粉,黑胡椒粉,胡椒粉
鹽,鹽,鹽
水,水,水
冷凍水餃,冷凍水餃,水餃
麵粉,麵粉,麵粉
自來水,自來水,水
沙拉油,沙拉油,食用油
雞胸肉,雞胸肉,雞肉
咖哩粉,咖哩粉,咖哩粉
黑胡椒粉,黑胡椒粉,胡椒粉
鹽,鹽,鹽
水,水,水
吐司,吐司,吐司
小黃瓜丁,小黃瓜丁,小黃瓜
牛蕃茄丁,牛蕃茄丁,番茄
奶油,奶油,奶油
芫荽籽（沒有可省略）,芫荽籽,芫荽籽
希臘式優格,希臘式優格,優格
小Ｏ坊純素咖哩粉,小Ｏ坊純素咖哩粉,咖哩粉
大蒜粉,大蒜粉,大蒜
鹽,鹽,鹽
黑胡椒,黑胡椒,黑胡椒
金針菇,金針菇,金針菇
雞蛋豆腐,雞蛋豆腐,豆腐
杏鮑菇,杏鮑菇,杏鮑菇
廣達香辣肉醬,廣達香辣肉醬,豬肉
蔥,蔥,蔥
辣椒,辣椒,辣椒
醬油,醬油,醬油
醬油膏,醬油膏,醬油膏
糖,糖,糖
雞蛋豆腐,雞蛋豆腐,豆腐
青蔥,青蔥,蔥
醬油,醬油,醬油
砂糖,砂糖,糖
蒜頭,蒜頭,蒜
雞蛋,雞蛋,雞蛋
皮蛋,皮蛋,皮蛋
麻油,麻油,芝麻油
杏鮑菇高湯,杏鮑菇高湯,菇
鹽巴,鹽巴,鹽
青葱,青葱,青葱
豬肉薄片,豬肉薄片,豬肉
洋葱,洋葱,洋蔥
沙茶醬,沙茶醬,沙茶醬
鹽巴,鹽巴,鹽
醬油,醬油,醬油
麻油,麻油,芝麻油
白胡椒粉,白胡椒粉,白胡椒粉
樹薯粉,樹薯粉,樹薯粉
米酒,米酒,米酒
食用,食用,未知
菠菜,菠菜,菠菜
枸杞,枸杞,枸杞
鹽巴,鹽巴,鹽
食用油,食用油,食用油
雞胸肉,雞胸肉,雞肉
醬油,醬油,醬油
味醂,味醂,味醂
米酒,米酒,米酒
豬肉,豬肉,豬肉
水蓮,水蓮,水蓮
蒜頭,蒜頭,蒜
牛奶巧克力(低糖),牛奶巧克力,牛奶
糙米果,糙米果,糙米
果乾,果乾,果乾
空心菜,空心菜,空心菜
蒜頭,蒜頭,蒜
鹽巴,鹽巴,鹽
橄欖油,橄欖油,橄欖油
鮭魚,鮭魚,鮭魚
鹽,鹽,鹽
黑芝麻,黑芝麻,芝麻
黑胡椒,黑胡椒,黑胡椒
檸檬汁,檸檬汁,檸檬
麻油,麻油,芝麻油
蜂蜜,蜂蜜,蜂蜜
水,水,水
鹽,鹽,鹽
洋蔥,洋蔥,洋蔥
蛋🥚,蛋🥚,蛋
沸水+冷水,沸水+冷水,
水煮蛋,水煮蛋,雞蛋
番茄,番茄,番茄
小黃瓜,小黃瓜,小黃瓜
起司,起司,起司
吐司,吐司,吐司
胡椒,胡椒,胡椒
鹽,鹽,鹽
豆腐,豆腐,豆腐
