ingredients,Unit,Grams_Per_Unit
可樂,ＣＣ,1.0
醬油,ＣＣ,1.0
火腿,片,25.0
紫蘇梅,粒,15.0
洛神花,朵,3.0
百香果,顆,50.0
火龍果,顆,450.0
奇異果,顆,85.0
原味優格,盒,120.0
蓮霧,顆,150.0
綠棗,顆,20.0
果凍粉,公斤,1000.0
仙草茶包,包,8.0
美乃滋,~5大匙,15.0
檸檬皮,隨意,1.0
大黃瓜,條,350.0
豬腳,隻,700.0
鳥蛋,顆,12.0
紅心地瓜,條,250.0
黃豆粉,∼2湯匙,18.0
小蘋果,個,120.0
蒸餾白酒,c,230.0
水果酒密封罐,個,350.0
昆布,小段,5.0
醃漬嫩薑,條,1.5
醃漬黃蘿蔔,條,2.5
紅甜椒,粒,0.0
A.馬鈴薯,顆,0.0
B.土司,片,28.0
鯛魚,片,100.0
青蒜,支,20.0
涼粉,塊,300.0
山茼蒜,株,400.0
山芹菜,株,80.0
紫菜,張,3.0
青蘋果,個,180.0
餛飩皮,張,7.0
荸薺,顆,15.0
辣腐乳,小塊,15.0
紅番茄,個,150.0
罐裝整粒番茄,個,50.0
九層塔,片,0.5
小貢丸,顆,15.0
大冰塊,塊,50.0
薏仁,湯匙,12.0
小西瓜,個,1500.0
香瓜,個,2000.0
新鮮百香果,顆,30.0
醃漬梅子,粒,10.0
白饅頭,數個,100.0
起司片,片,20.0
梅子,顆,40.0
A.原味高湯,又1/2罐,600.0
草蝦,隻,25.0
透抽,隻,150.0
3.綜合水果罐頭,罐,400.0
玉米粒罐頭,罐,400.0
迷迭香,枝,2.0
皇宮菜,半斤,300.0
魯大腸頭,條,80.0
高麗菜,片,15.0
紅蘿蔔片,片,8.0
醃漬櫻花葉,片,0.5
五香豆乾,片,40.0
香菜,片,1.0
濕的波霸粉圓,包,0.0
炒鍋,隻,0.0
法國麵包,條,300.0
鮭魚,片,150.0
無刺虱目魚肚,片,30.0
年糓片,個,25.0
海苔,長條,2.0
芙蓉豆腐,塊,120.0
乾海帶,一塊,15.0
A.芙蓉豆腐高湯包,包,50.0
甜菊葉,片,2.0
嫩薑,小塊,15.0
醬油,~4大匙,16.5
糖,~3大匙,12.0
放山母雞,隻(約2公斤),2000.0
A.甘草片,片,1.5
雞油高湯,又1/4杯,60.0
白酸梅,粒,10.0
薯餅,包,0.0
即溶三合一炭燒咖啡粉,包,20.0
紅菜,片,15.0
石蓮花,片,7.0
蘆薈,片,80.0
檸檬,顆擠汁,40.0
清江菜,顆,80.0
冬菇,顆,15.0
豬腿骨,根,500.0
糖漬栗子,顆,15.0
D.擠花袋,個,0.0
方型烤盤,個,0.0
霜柿,個,200.0
洗淨的雞蛋,顆,55.0
金針菇罐頭,罐,300.0
素水餃,顆,20.0
綠豆粉皮,張,15.0
黨參,錢,3.75
參鬚,錢,3.75
廣皮,錢,3.75
大溪豆干,個,40.0
大蝦仁,隻,20.0
愛玉,盒,0.0
布丁杯,個,120.0
保鮮膜,大張,0.0
高麗菜葉片,片,45.0
三角形玉米片,包,100.0
泰式酸辣湯塊,塊,15.0
鹽漬櫻花葉,片,0.5
青江菜,半斤,250.0
薄荷葉,小把,15.0
地瓜葉,半斤,250.0
壽司米,量杯,180.0
竹笙,條,15.0
香菇,小條,5.0
原味高湯,罐,450.0
水,c.c.,1.0
新鮮鮑魚片,片,80.0
草蝦仁,隻,8.0
A.即溶仙草粉,包,70.0
醃漬楊桃,片,25.0
白苦瓜,半條,150.0
C.擠花袋,個,0.0
羅蔓生菜,片,15.0
小黃瓜片,片,3.0
海苔,片,2.0
a.油條,根,60.0
鳳梨罐頭,大片,70.0
黃椒,個,170.0
A.蛋黃,顆,18.0
香草豆莢,支,4.0
D.豆腐蛋糕,片,80.0
豬排,片,150.0
荔枝,顆,20.0
1.蘑菇,朵,12.0
A.沙拉油,CC,1.0
香油,CC,0.9
B.醬油,CC,0.9
松茸菇,包,0.0
綠花椰菜,顆,350.0
"滷包材料：
三奈",錢,3.75
"滷汁調味料：
辣椒",根,15.0
嫩豆腐,大塊,400.0
鴻喜菇,大朵,120.0
柳橙,~14個,180.0
青草茶包,包,3.0
檸檬,~1/4顆,30.0
奇異果,片,15.0
小番茄,個,15.0
低脂起司,片,20.0
全麥蘇打餅乾,片,7.0
脆青梅,顆,15.0
筊白筍,根,70.0
果汁機,台,0.0
芙蓉豆腐高湯包,包,50.0
花枝,尾,200.0
5.香蕉,根,130.0
吉利丁片,又1/2片,3.75
中華鍋,只,0.0
A.小蕃茄,顆,15.0
紅洋蔥,顆,175.0
蔥油餅皮,片,120.0
甜麵糰,份,25.0
市售起酥皮,片,135.0
A.魚丸,個,12.0
竹輪,條,25.0
包心白菜,顆,800.0
昆布,段,8.0
2.黃色色素,又1/2小匙,2.5
香草冰淇淋,球,60.0
素排,片,100.0
甜年糓,小塊,50.0
紅蕃茄,顆,180.0
蝦,隻,15.0
雞肉,小塊,25.0
銀杏,粒,1.5
山芹菜,支,20.0
小黃瓜,根,100.0
玻璃瓶,個,0.0
B.老薑,塊,30.0
"滷包：
陳皮",錢,3.75
乾草,錢,3.75
白胡椒粒,錢,3.75
大紅袍花椒,錢,3.75
沙薑,錢,3.75
"辛香料：
洋蔥片",顆,0.5
脆皮可麗餅皮,片,20.0
直接麵糰,份,0.0
香椿餅皮,張,25.0
生菜葉,片,5.0
A.什錦水果罐頭,罐,0.0
西洋芹,根,45.0
蔥花,根,15.0
雞胸,副,200.0
菜頭,條,600.0
杏仁露,湯匙,15.0
紅茶包,個,2.5
紫色高麗菜,顆,750.0
壽司竹簾,張,0.0
保鮮膜,張,0.0
蛋餅皮,張,15.0
素肉醬,半罐,150.0
薑末,片,5.0
草蝦,尾,10.0
去骨雞腿,支,140.0
A.波菜,株,70.0
B.番茄,個,150.0
羅勒,支,5.0
柿餅,個,40.0
素苞魚,個,150.0
萵苣,顆,20.0
a.高湯,碗,200.0
涼粉,盒,250.0
豆皮,個,30.0
豆包,個,15.0
烏梅,顆,7.0
棉繩,小段,0.01
黑豆腐,塊,350.0
綠苦瓜,條,300.0
伯爵茶包,包,2.5
土雞,隻,1200.0
綠花椰菜,朵,400.0
胡蘿蔔,根,80.0
忘憂草,包,75.0
烏骨雞,隻,1000.0
入味豆皮,片,25.0
香菇煮,朵,15.0
紅蘿蔔煮,条,80.0
梅子酒,CC,1.0
涼開水,CC,1.0
醬油,大匙半,21.0
菲力牛排,塊,200.0
高湯,大碗,400.0
A.紅蔥頭,顆,15.0
素鮭魚排,片,100.0
牛腱,個,150.0
大芥菜心,條,150.0
草莓,個,15.0
熟鹹蛋黃,粒,12.0
水,約100㎤,100.0
金目鯛魚,尾,350.0
薄荷葉,數片,0.7
蜜棗,顆,15.0
玫瑰,朵,25.0
蒜瓣,粒,5.0
皇家伯爵茶,茶包,2.0
青江菜,條,80.0
生干貝,顆,10.0
腐竹,支,30.0
青花菜,朵,0.0
板豆腐,小塊,80.0
燒賣麵皮,張,7.0
冬筍,條,200.0
菜心,根,30.0
四神藥材,包,100.0
"調味酒：
當歸",片,1.5
蓮藕,~4條,150.0
牙籤,數支,0.0
洋菜粉,大匙滿,15.0
椰漿,C.C.,1.0
細砂糖,又1/2小匙,4.0
玉米,根,250.0
青蔥段,根,15.0
銀花鯖魚,條,250.0
米酒,~10ml,1.0
明蝦,尾,25.0
紅辣椒,半支,1.0
芥菜心,顆,150.0
麻油,份量,1.0
乾辣椒,份量,1.0
"滷包：
八角",粒,2.0
"辛香料：
蔥段",支,15.0
C.雞蛋,顆,55.0
D.蘋果,小顆,120.0
香蕉,~3根,360.0
"藥材：
八角",粒,2.0
桂皮,小段,2.0
參鬍,小把,50.0
B.枸杞,錢,3.75
酪梨,個,150.0
全麥貝果,個,100.0
半自動義式咖啡機,台,0.0
檸檬香茅草,支,10.0
香蜂草,支,2.0
甜菊,支,1.0
薄荷,支,2.0
金蓮花,朵,2.0
A.柳橙,個,200.0
"其他材料：
蔥",支,20.0
蘋果,半個,100.0
水蜜桃,片,30.0
洋菜粉,包,10.0
豬肚,副,600.0
胡蘿蔔,大條,200.0
哈密瓜,個,2000.0
蓮子,個,1.0
桂圓,個,8.0
枸杞,個,0.1
細砂糖,∼7小匙,28.0
紅砂糖,酌量,0.0
棒棒腿,支,120.0
鮭魚頭,個,800.0
蔥白,~3根,45.0
乾玫瑰花,朵,2.0
1.水梨,個,200.0
2.芹菜,根,0.0
素高湯,-8杯,1920.0
三角油豆腐,塊,15.0
洋蔥,個,180.0
紅甜椒,個,180.0
黃甜椒,個,180.0
年糕紙,張,8.0
水,-850㏄,850.0
荷蕊,個,800.0
竹籤,支,1.5
基礎麵糰,份,100.0
麻竹筍,支,100.0
粽葉,片,2.5
棉繩,條,0.5
果糖,稍許,1.0
嫩豆腐,塊,350.0
罐頭午餐肉,罐,340.0
熱狗腸,根,60.0
韓式年糕,根,12.0
米醬豆腐乳,塊,20.0
筊白筍,支,50.0
蕃茄,顆,120.0
凍豆腐,塊,350.0
彼士裘依蛋糓,片,120.0
鱈魚,片,120.0
咖哩塊,塊,25.0
全麥蛋餅皮,一張,18.0
黃櫛瓜,條,250.0
綠櫛瓜,條,250.0
黑棗,個,7.0
紅棗,個,7.0
牛頭牌玉米醬,罐,340.0
竹笙,朵,150.0
美國蘆筍,支,18.0
"滷包：
當歸",錢,1.0
萵苣,棵,50.0
紅棗,∼5顆,35.0
熱水,∼300㏄,300.0
素蒟蒻花枝卷,條,50.0
"其他：
蒸籠",組,0.0
紅蕃茄,個,15.0
日本漬梅,顆,15.0
蒟蒻塊,塊,30.0
虱目魚肚,片,10.0
蒜片,顆,4.0
地瓜,條,200.0
葡萄柚,顆,300.0
鴨,隻,2000.0
蒟蒻,塊,30.0
炸腐皮,個,7.0
乾辣椒,條,0.7
榴橙,顆,200.0
馬蹄,粒,15.0
橙橘,顆,100.0
C.酪梨,個,200.0
蒟蒻,片,3.0
蜂蜜,小碟,75.0
鋼杯,個,0.0
檸檬香茅,枝,20.0
樹子,大匙（含湯汁）,15.0
蘿美生菜,大片,15.0
"泡芙：
蛋",顆,55.0
小塊臭豆腐,塊,120.0
地瓜,顆,180.0
"蛋皮：
雞蛋",顆,55.0
"炒飯：
白飯",碗,180.0
熱狗,條,50.0
水,鍋,0.0
可樂,瓶,500.0
乾桑葉,片,0.5
罐頭鳳梨,罐,400.0
方形微波容器,個,0.0
薄荷果露,∼15cc,15.0
千張腐皮,∼3張,21.0
1.蒟蒻丸,個,40.0
香椿,片,0.5
新鮮干貝,個,30.0
干貝,顆,10.0
素牛肉湯滷包,個,25.0
"滷包：
香葉",片,0.5
白蒟蒻片,片,0.5
蕃茄,片,15.0
酪梨,片,25.0
燻雞片,片,30.0
蠔油,大1匙,14.0
"芶芡材料：
水",c.c,1.0
萵苣,∼4片,60.0
百香果,∼2顆,120.0
奇異果,各1/2顆,40.0
果凍粉,公兄,1.0
美乃滋,∼5大匙,75.0
山茼蒿,株,350.0
年糓片,個,40.0
甜橘,顆,180.0
龍鳳果,個,450.0
什錦火鍋料,盒,0.0
"油酥材料：
低筋麵粉",又1/2,0.0
蒜,粒,5.0
美生菜,∼8片,15.0
脫脂奶粉,湯匙,9.0
紅蘿蔔,∼8公分,0.0
芒果,顆,300.0
玉米,隻,180.0
檸檬,∼1/4顆,120.0
小蕃茄,個,15.0
3.脆青梅,顆,50.0
甜年糓,小塊,25.0
A.波菜,棵,200.0
紅蘿蔔煮,條,0.0
草苺,個,15.0
水,約100㏄,1.0
金目鱸魚,尾,300.0
蓮藕,∼4條,0.0
椰漿,Ｃ.Ｃ.,1.0
銀花鱸魚,條,300.0
米酒,∼10㏄,1.0
鳳梨醬,湯匙,18.0
新鮮鳳梨,片,65.0
檸檬薄片,顆,8.0
熱水,c.c.,1.0
素鰻,條,0.0
青椒,片,10.0
鹽,酌量,0.0
玻璃容器,個,0.0
圓扁烤盤,個,0.0
A.當歸,錢,3.75
"內餡：
香蕉",根,130.0
"大餅材料：
荷葉餅",張,25.0
綠茶粉,小包,8.0
1.蛋白,顆,55.0
紅豆,G,1.0
木耳,個,5.0
全蛋,粒,55.0
b紅棗,顆,7.0
海苔片,張,3.0
青菜,根,70.0
鹽,花匙,5.0
蒜末,支,4.0
大雞腿,支,250.0
A.蛋,顆,55.0
B.海苔片,片,3.0
青茶包,包,2.5
葡萄乾,顆,0.5
金桔,~3粒,12.0
紫蘇梅,~6顆,15.0
乾昆布,節,20.0
日式油提,片,30.0
雪梨,顆,250.0
去骨雞腿排,片,180.0
秋葵,條,12.0
青蘋果,顆,175.0
木耳,大匙,12.0
大番茄,個,200.0
醋梅,粒,15.0
芝心披薩麵皮,張,250.0
花枝片,片,20.0
鮪魚片,片,30.0
海參片,片,20.0
蝦仁,隻,10.0
薄荷茶,茶包,3.0
檸檬皮,顆,15.0
烏魚筴,條,100.0
鴨翅,支,75.0
千層派餅皮,片,150.0
小番茄,顆,15.0
"材料A：
筊白筍",支,75.0
OREO餅乾,片,8.0
打發鮮奶油,裝飾用,0.0
綠竹筍,支,200.0
黃豆,量杯,180.0
發芽玄米,量杯,180.0
菠菜,半斤,300.0
厚蛋燒,片,40.0
海苔,小片,2.0
割包,個,60.0
B.青蔥,枝,15.0
麻糬,條,50.0
腐衣,塊,30.0
去邊土司,片,30.0
大菜心,條,100.0
膨大海,粒,1.0
剝皮辣椒,~6條,8.0
官印黃豆干,塊,40.0
醃漬黃蘿蔔,公分長,0.0
紫蘇葉,片,1.5
洋蔥丁,顆,1.0
蕃茄丁,顆,1.0
吉利T,片,3.0
青江菜,株,100.0
日本茄,條,150.0
素燒鰻,條,75.0
鍋巴,片,15.0
細糖,大匙半,20.0
鋁箔紙,段,0.0
料理米酒,CC,1.0
南乳,又1/2小塊,8.0
芋頭,片,35.0
鳳梨塊,片,30.0
咖哩塊,小盒,150.0
烤盤紙,張,0.0
大福皮,張,7.0
蔬菜滷汁,鍋,0.0
意麵,份,90.0
大蝦,隻,30.0
火腿片,片,15.0
蛤蜊,個,200.0
辣椒粉,隨意,0.0
紅腐乳,塊,18.0
蕃薯,條,200.0
麵粉,杯(備用),125.0
港式蘿蔔糓,片,65.0
九層塔葉,小把,20.0
素甜不辣,片,15.0
雙色蒟蒻,各1片,30.0
辣椒粉,又1/2小匙,1.5
台式泡菜,小包,150.0
鰱魚頭,個,300.0
里芋,~6個,200.0
烏龍麵,兩人份,180.0
傳統英國茶,茶包,2.5
金桔,∼8顆,12.0
蘆薈,根,50.0
"滷汁：
開水",鍋,0.0
芹菜,顆,50.0
白玉,顆,200.0
新鮮水蜜桃,個,200.0
茭白筍,支,75.0
乾腐皮,張,15.0
柳丁,個,5.0
A菜心,根,150.0
太白粉,又1/2茶匙,1.5
荸薺,碗,250.0
"馬蹄條材料：
馬蹄糕",大塊,750.0
聖女小蕃茄,顆,15.0
左手香,片,0.5
豬蹄膀,個,450.0
"工具：
章魚燒烤盤",組,0.0
雞肉,片,100.0
鴨肉,片,100.0
叉燒肉,片,40.0
長柄湯匙,支,0.0
甘蔗條,根,50.0
綿繩,條,1.0
茉莉花酒,C.C,1.0
糖,+1/2小匙,2.0
大竹輪,個,30.0
滷味包,包,10.0
有機豆腐,盒,350.0
美生菜,個,300.0
小卷,隻,20.0
棗子,顆,20.0
柑橘,顆,150.0
A.大黃瓜,條,300.0
西芹菜,小支,2.0
蘋果,又1/2顆,85.0
A.洋蔥,個,170.0
西洋芹,支,40.0
B.節瓜,個,200.0
鴨兒芹,支,5.0
去骨雞腿肉,支,150.0
紅蘿蔔,段,50.0
盒裝豆腐,塊,350.0
金針,支,20.0
素高湯,∼15杯,3600.0
炸雞粉,包,70.0
黃奇異果,個,85.0
大吉嶺茶包,包,3.0
金黃甜玉米,支,200.0
牛番茄,顆,150.0
罐裝蕃茄,粒,60.0
高湯,c.c,1.0
紅米酒,c.c,1.0
豆腸,條,15.0
桂圓,錢,3.75
沙參,錢,3.75
生薑片,片,4.0
海帶,半斤,250.0
五香豆干,半斤,250.0
"滷包材料：
羅漢果",個,25.0
草果,個,7.0
荷包蛋,顆,55.0
石蓮花,數瓣,0.0
柳橙汁,顆,0.0
綠花椰,個,1200.0
新鮮紫蘇,支,3.0
豬大排,片,200.0
花枝,隻,0.0
蟹肉棒,支,20.0
決明子茶包,包,3.0
薄荷茶包,包,3.0
玉桂葉,片,1.0
蕃茄醬,湯匙,18.0
蒜頭,∼3顆,50.0
蘑菇,個,15.0
啤酒,罐,330.0
汽水,罐,330.0
甜味塔皮,個,35.0
丁香,個,0.15
金桔,半顆,7.0
冷山白菜,條,75.0
乾魷魚,尾,200.0
B.綜合堅果,共30公克,30.0
檸檬汁,個,100.0
竹籤,數隻,0.0
米酒,又1/2小匙,2.5
淡醬油,又 1/2大匙,7.0
蹄膀,個,500.0
Α.市售滷味包,包,20.0
梨,顆,180.0
腐衣,張,20.0
白羅蔔,條,500.0
甘草片,片,2.0
老薑,片,7.0
國產紅蘿蔔,半條,75.0
洋蔥,半顆,90.0
素肉塊,十塊,300.0
全麥麵條,束,90.0
綠葡萄,顆,5.0
紅葡萄,顆,5.0
小餛飩,顆,20.0
仿土雞腿,隻,150.0
碎水,碗,250.0
"外皮材料：
低筋麵粉",又1/2,0.0
細糖,又1/4杯,50.0
"餡料：
什錦水果罐頭",罐,400.0
糖,酌量,0.0
黃薺,片,7.0
香草豆,支,3.0
巧克力酥片,片,1.0
金桔,粒,12.0
"配料：
絲瓜",條,300.0
罐頭草菇,瓶,350.0
鳥蛋,粒,10.0
糖,大匙半,18.0
椰子粉,大匙半,10.5
香蕉葉,片,0.0
黑糖糖漿,c.c,1.0
"沾醬：
蒜末",粒,4.0
香菜葉,片,0.1
帶皮玉米,根,250.0
香草茶,茶包,2.0
香草冰淇淋,盒,500.0
冰塊,~7顆,105.0
菊花,朵,1.5
A.烏梅,粒,7.0
A.腐皮,片,15.0
白菜,顆,750.0
紅蔥頭,瓣,10.0
未熟透木瓜,個,750.0
"餡料：
栗子",個,18.0
香蕉,~3支,390.0
A.薑,片,8.0
黃果,粒,15.0
青豆,粒,0.2
豬耳朵,隻,120.0
香辣涮涮水,鍋,0.0
太白粉,半杯,65.0
米酒,瓶,600.0
九層塔葉,片,0.1
柳橙,半顆,85.0
烏珍梅,個,7.0
話梅,個,8.0
水桶,個,0.0
砧板,個,0.0
洗衣袋,個,0.0
胡蘿蔔,片,10.0
燒餅,個,80.0
豆干絲,片,15.0
雞胗,個,200.0
雞肝,付,50.0
香菇丁,朵,20.0
檸檬,粒,120.0
甘菊蜂蜜香草茶,茶包,2.0
小竹廉,張,0.0
鋁箔製盒,個,0.0
土耳其咖啡壺,支,0.0
C.鹹淡黃,顆,20.0
水,又2/3杯,160.0
百里香葉,支,1.0
新鮮薄荷葉,片,0.2
1.蔥,段,10.0
辣椒乾,支,1.0
鮮香菇,木,0.0
沙拉油,CC,0.92
A.洛神花,朵,1.0
B.仙楂,片,1.0
"紅酒洋梨：
薄荷",一小把,15.0
西洋梨,顆,200.0
高湯,罐,400.0
咖哩塊,小塊,25.0
熱狗,根,60.0
去骨雞腿肉,塊,150.0
紅番茄,顆,130.0
油炸花生,粒,0.5
龜甲萬料亭和露,CC,1.0
3.香料色素,數滴,0.05
軟皮甜味可麗餅,片,25.0
"柳橙醬汁：
柳橙",顆,170.0
萊姆,顆,55.0
醬油,又1/2茶匙,2.5
乾燥玫瑰花,朵,0.5
中種麵糰,份,100.0
青蔥末,支,20.0
洋蔥丁,粒,1.0
蝦仁,尾,15.0
Ｂ.木瓜,個,750.0
葡萄,粒,7.0
聖女小蕃茄,粒,18.0
柑橙香甜酒,cl,10.0
龍舌蘭酒,cl,10.0
鮮檸檬汁,片,12.0
蘋果片,片,25.0
奇異果片,片,20.0
柳橙片,片,25.0
加州李,顆,60.0
芥菜心,支,50.0
乾蓮花,朵,0.5
豆干,個,75.0
洛神花乾,朵,0.5
發酵麵糰,份,100.0
青木瓜,半顆,350.0
彷土雞,半隻,1000.0
水,℃,0.0
玄米茶包,包,3.0
金針乾,個,7.0
香油,滴,0.05
雞翅,隻,70.0
紅豆腐乳,塊,15.0
鹽漬鯖魚,條,150.0
"裝飾：
糖漬櫻桃",顆,7.0
1.吉利丁片,片,3.0
4.8吋蛋糕體,片,4.8
青椒,條,150.0
黃甜椒,條,150.0
紅甜椒,條,150.0
黃金奇異果,個,100.0
荔枝,個,15.0
葡萄,個,5.0
a.水餃皮,片,7.0
鋁製花模,個,0.0
蟹肉絲,根,2.0
小黃瓜絲,條,70.0
黃魚,尾,200.0
冷開水,C.C,1.0
官印豆干,個,40.0
紅蘋果,顆,200.0
香蕉,半根,60.0
A.綠茶包,包,3.0
B.蘋果片,片,15.0
柳丁片,片,15.0
西洋芹,片,7.0
不織布袋,塊,0.0
松子,粒,0.15
糙米飯,碗,180.0
基礎餅皮麵糰,份,200.0
橘子肉,片,10.0
罐裝鳳梨,片,60.0
粽子,粒,0.08
"主材料：
粗冬粉",又1/2把,35.0
軟絲,尾,0.0
冬瓜塊,半塊,750.0
紅茶茶包,包,2.0
白紗布,條,0.0
塑膠袋,個,0.0
餛飩皮,枚,7.0
"麵皮材料：
麵粉",又1/2碗,70.0
桂圓,顆,7.0
C.核桃,顆,12.0
腰果,顆,1.5
白色綠豆粉,碗,130.0
椰漿,又1/2碗,125.0
冷凍千層派皮,片,150.0
心形壓模,個,0.0
直徑7㎝圓模框,個,0.0
花枝丸,粒,10.0
"裝飾：
香菜葉",支,2.0
竹筍,根,300.0
豆花粉,包,75.0
薄荷葉,大把,30.0
蜂蜜,小罐,200.0
新鮮百合,朵,20.0
椰棗,顆,8.0
A.猴頭菇,朵,200.0
B.薑,片,10.0
羅勒,片,0.2
桂肉,錢,3.75
芝麻豆腐,盒,250.0
和風醬,包,30.0
青蔥,根支,15.0
稻禾豆皮,片,25.0
黃檸檬,顆,110.0
冬瓜,段,350.0
大葉,片,0.2
香菇蒂,粒,1.5
抹茶麵線,小束,70.0
洛神花麵線,小束,70.0
山藥雞蛋麵線,小束,70.0
砂糖,公克。,1.0
洛神花,錢,3.75
芝麻豆腐,塊,300.0
乾海帶芽,小片,1.5
鴻禧菇,盒,120.0
年糕,塊,75.0
墨西哥餅皮,片,40.0
辣椒,隨意,0.0
羅馬蕃茄片,片,15.0
豆腐片,片,35.0
紅棗,數個,0.0
新鮮蓮藕,條,200.0
新鮮豆腐,塊,350.0
天麻,錢,3.75
青花椰菜,小朵,20.0
白花椰菜,小朵,20.0
A.油條,條,70.0
檸檬生薑茶,茶包,2.5
新鮮石蓮花,大朵,60.0
橄欖油,湯匙,13.5
蘋果醋,湯匙,15.0
毛瓜,根,300.0
地瓜,根,200.0
白醋,又1/2小匙,0.0
A.肉桂棒,枝,7.0
"蒸雪蓮子材料：
水",碗,250.0
綠色奇異果,顆,100.0
沙茶醬,大匙香油,18.0
肉雞腿,枝,120.0
5.紅茶茶渣,包,20.0
辣味洋芋片,片,1.5
高麗菜,顆,1500.0
香茅,枝,35.0
香蕉茶包,包,2.5
百里香,根,1.5
福菜,條,15.0
鮮蓮葉,片,20.0
乾蓮葉,錢,3.75
生薑,片,7.0
E.蛋白,個份,30.0
醋清紫蘇梅,碗,250.0
老薑片,碗,250.0
青蔥,~10片,1.5
川芎,~4片,3.5
熟地,小塊,20.0
高麗菜,隨意,0.0
玉米條,條,15.0
黑醋栗茶包,包,2.0
洋火腿片,片,20.0
小蕃茄切片,粒,20.0
紅辣椒切絲,條,0.5
薄荷葉切絲,片,0.5
檸檬葉切絲,片,0.5
去皮花生,粒,0.7
水蜜桃優格,罐,150.0
白花椰菜,朵,75.0
泡麵麵條,包,90.0
水蜜桃,個,200.0
草苺,顆,15.0
萊姆酒,湯匙,14.0
仕女伯爵茶包,包,2.0
花生油,CC,0.92
陳年糯米醋,瓶,0.0
巨峰葡萄,顆,8.0
A.豆腐乳,塊,15.0
海參,條,75.0
青江菜,根,65.0
綠茶茶包,包,2.0
酸梅,顆,8.0
A.辣椒,根,7.0
洋蔥,小顆,120.0
陳年梅,粒,8.0
Q梅,粒,8.0
綠花椰菜,小朵,40.0
菠菜葉,~5片,5.0
柳橙,~2顆,200.0
甘草片,~3片,2.0
菜脯條,條,10.0
香蕉油,~3滴,0.05
蹄膀,隻,1000.0
"藥材：
紅棗",粒,5.0
黃耆,錢,3.75
生薑,小段,20.0
B.栗子,粒,12.0
A.小型地瓜,條,150.0
B.蛋黃,顆,18.0
A,蛋 1個,55.0
油豆包,個,20.0
B水餃皮,片,7.0
三寶燕麥,量杯,90.0
1.紅番茄,個,150.0
七星鱸魚,面,200.0
市售油豆腐皮,片,10.0
錫箔紙,張,0.0
腐皮,片,10.0
北義脆皮披薩麵皮,張,150.0
羅馬番茄,顆,70.0
玉米穗片,盒,350.0
錫箔杯,個,0.0
"蛋汁：
雞蛋",顆,55.0
辣豆瓣醬,酌量,0.0
乾鳳梨片,片,10.0
蘆筍,支,15.0
法蘭克福福腸丁,條,70.0
大型臭豆腐,塊,150.0
綠色辣椒,條,15.0
1.6吋巧克力蛋糓,片,100.0
2.黑色餅乾,片,10.0
草莓棒,枝,15.0
鮮魚,尾,350.0
含苞粉紅玫瑰花,朵,8.0
發糕,個,70.0
水,又1/4茶匙,1.25
蒜蒻絲,盒,150.0
節瓜,個,200.0
素臘腸,條,75.0
花形餅乾模,個,0.0
"內餡：
美生菜",片,10.0
苜蓿芽,盒,350.0
青梅,∼5顆,75.0
紅豆湯,碗份,250.0
日式麻簲,塊,40.0
鹽,一撮,0.5
新鮮柳橘外皮,一個,30.0
太白粉,碗,150.0
柿乾,個,45.0
厚片披薩皮,片,150.0
冷凍水餃,顆,20.0
青蔥碎,根,15.0
蒜碎,顆,5.0
冰淇淋,球,65.0
巧克力醬,裝飾用,0.0
杏鮑菇,枝,75.0
優格,個,125.0
麵皮,片,15.0
香草棒,支,30.0
甜披薩餅皮,片,15.0
甜葡萄柚,顆,350.0
白煮蛋,∼20個,55.0
醬油,碗,200.0
水,適量(淹過材料),0.0
蒜末,瓣,0.5
蛋豆腐,盒(正方形),250.0
枸杞,顆,0.1
鮮奶油球,個,110.0
綠蕃茄,個,150.0
茯苓,片,3.0
奶油,湯匙,14.0
蒜頭末,湯匙,10.0
黑胡椒粗粉,湯匙,8.0
豆花粉,酌量,0.0
麻油豆腐乳,塊,15.0
3.吉利丁片,又1/2片,2.5
"裝飾：
吉利丁片",片,2.5
蘿蔔,條,80.0
四果莓茶包,包,2.5
饅頭,個,75.0
紅木瓜,個,400.0
柚子醬,湯匙,15.0
琴酒,cl,10.0
柳橙汁,cl,10.0
糖水,cl,10.0
新鮮辣椒,根,7.0
油漬鮪魚罐頭,罐,180.0
小黃瓜片,條,7.0
鄉村麵包,片,28.0
黑糖,湯匙,18.0
菜心,條,35.0
芥末金桔滷汁,鍋,0.0
蛋豆腐,塊,180.0
炸過的小塊臭豆腐,塊,80.0
檸檬汁,顆,0.0
罐裝水蜜桃,顆,70.0
日式年糕塊,塊,55.0
保鮮膜,數張,0.0
"內餡：
新鮮草莓",顆,12.0
火龍果,個,400.0
去皮原味花生仁,粒,0.8
淮山,片,20.0
人蔘鬚,枝,20.0
冷凍薯球,包,300.0
柴魚高湯,CC,1.0
泰國蝦,尾,20.0
礦泉水,瓶,0.0
蘆荀,根,15.0
D.方型烤盤,個,0.0
粗孔篩網,個,0.0
青蔥,一斤,600.0
白蝦,尾,20.0
黃瓜片,條,10.0
A.水餃皮,張,7.0
紫高麗菜,大片,40.0
玉米,∼2條,400.0
重石,個,0.0
山東白菜,片,8.0
紫高麗,顆,800.0
B.白木耳,朵,10.0
"醃黃瓜：
小黃瓜",條,150.0
雪克杯,個,0.0
咖啡凍,個,100.0
蔥花,碗,80.0
A.鬆餅粉,包,500.0
鯉魚,尾,800.0
